title,author,genre,pages,rating,ratings_count,reviews_count,year,publisher,language,description,price
وعاظ السلاطين,Ali Al-Wardi,"Sociology, History, Nonfiction",272.0,4.0,9649,1453,1954.0,,,كتاب حول إطار البحث الإجتماعي وفهم الطبيعة البشرية المترفة وكذلك تحليل لبعض الأمور ذات الطابع الإجتماعي ويتناول الكتاب أيضا أحداث التاريخ الإسلامي في ضوء المنطق الاجتماعي الحديث وموقف قريش من الدين ال,
زمن الغم الجميل: يوميات مواطن مصري قبل الثورة,عمر طاهر,"Nonfiction, Politics, Egypt",266.0,3.6,4292,379,2012.0,,ar,"كيف كنا نعيش قبل الثورة؟ ربما ستكتشف أن هذا الكتاب عبارة عن قطع من""البازل"" عليك أن تعيد تركيبها لتخرج منها بصورة عامة، ولا يخدعنك أنك ستجد بها مقاطع هي حكايات شخصية أو نقد لأفلام سينمائية أو تعليق على",
مهما كانت أحزانك,عصام كرم الطوخي,,211.0,3.58,66,8,2012.0,,,"مهما كانت أحزانك فالقادم أفضل .. مهما كانت آلامك فالمستقبل مشرق، فقط إذا أدركت كيف تتعامل مع نفسك و مع واقعك ..في كتابه ""مهما كانت أحزانك"" يرسل عصام كرم الطوخي عدة رسائل لكل محبط يائس يرى أن الحياة لن",
قصاصات أنثوية,دينا ممدوح,Short Stories,152.0,3.47,460,32,2012.0,,ar,الكتاب يحتوى على مجموعه من القصص القصيره التى تتدرج للقصص القصيره جدًاليُكَون الكتاب خليط مختلف النكهات من حكايات بطلتها الأنثى فى جميع حالتهاتلك القصاصات لا تقتصر فقط على الانثى وحدهاولكنها تُبين بعض,
مغامرة العقل الأولى,فراس السواح,"History, Mythology, Religion",386.0,4.2,3141,486,1976.0,Hindawi Foundation,ar,الأسطورة حكاية مقدسة تقليدية، بمعنى أنها انتقلت من جيل إلى جيل، بالرواية الشفهية. مما يجعلها ذاكرة الجماعة التي تحفظ قيمها وعاداتها وطقوسها وحكمتها، وتنقلها للأجيال المتعاقبة، وتكسبها القوة المسيطرة ع,0.0
حوار مع صديقي الملحد,Mostafa Mahmoud,"Religion, Philosophy, Nonfiction",160.0,3.88,35482,3324,1970.0,,,"رد على أسئله لملحدين على الدين الإسلامي, رد رائع بالدلائل والأمثله يجيب عن تساؤلات عقلنا فى فترة ما نمر بها ويرد بها على الآخرين الماديين.صديقى رجل يحب الجدل ويهوى الكلام وهو يعتقد أننا نحن المؤمنون ا",
واحة الغروب,Bahaa Taher,"Novels, Fiction, Egypt",325.0,3.82,14863,1882,2006.0,,,هذه الرواية حاصلة على الجائزة العالمية للرواية العربية 2008وقد طبع منها 3 طبعات خلال سنةيعود بهاء طاهر فى روايته الجديدة والبديعة «واحة الغروب» والتى لاقت نجاحا جماهيريا واستحسانا نقديا كبيرا، إلى نها,
رحلة إلى المريخ,نبيل نادر قوشجي Nabil Kochaji,Novels,314.0,4.13,302,76,2014.0,دار القوشجي,ar,كلّ ما هو مذكور في الرواية من معلومات تاريخيّة وأدبيّة وجغرافيّة وعلميّة وثقافيّة هي حقائق موثّقة ... فالرّواية من هذا الباب هي جرعة مكثّفة من الثقافة العامّة ... مسبوكة في قالب قصصيّ احترافيّ ... أمّ,1549.0
التنويم بالايحاء,إبراهيم الفقي,,111.0,3.32,333,26,2009.0,الابداع الفكري,ar,يعتبر علم التنويم بالايحاء من العلوم القوية التي تساع الانسان على مواجهة المشكلات والتحديا النفسية ، كما أنها تساعده على التخلص من العادات السلبية التي تهدر طاقته ، وتحولها الى عادات ايجابية تزيد من ق,899.0
صديقي لا تأكل نفسك,عبد الوهاب مطاوع,"Nonfiction, Philosophy, Self Help",114.0,3.79,4769,824,1989.0,,ar,أنت حائر دائماً .. هل تقترب من الآخرين أم تبتعد عنهم؟! هل تثق بهم أم تصدق ظنونك فيهم .. ؟ هل تبوح لهم بأسرارك أم تكتمها عنهم .. هل تعيش في قلب الدائرة معهم .. أم تنعزل على حافتها كما يعيش الغجر في أطر,
القراءة منهج حياة,راغب السرجاني,"Self Help, Nonfiction, Religion",48.0,4.03,1935,315,2006.0,,ar,يؤكد كل المربين والمعلمين على أهمية القراءة لتنشئة الفرد الواعى والمثقف..ومن هذا المنطلق يجول بنا الدكتور راغب السرجاني ليبين لنا أهمية القرءاة وكيفية اختيار المادة المقروءة لتعم الفائدة على الفرد وعل,
رجال حول الرسول,خالد محمد خالد,"Religion, History, Islam",456.0,4.39,8693,559,1964.0,Sahla Books,ar,سيرة وحياة ستين شخصية إسلامية كان لها أثر مباشر في نشر الدين الإسلامي، والدعوة إلى الله تعالى؛ وهؤلاء الرجال هم: مصعب بن عمير، سلمان الفارسي، أبو ذر الغفاري، بلال بن رباح، عبدالله بن عمر، سعد بن أبي و,359.0
الشيطان يعظ,Naguib Mahfouz,"Short Stories, Novels, Fiction",400.0,3.86,2891,293,1979.0,,,مجموعة قصصية,
رأيت الجنة,أحمد محمد فريد,Short Stories,178.0,3.72,138,11,2012.0,,,هل العالم يختنق ؟ هل صار أقرب للعبة أصيب بلوثة ما ؟ .. فيروس متطور انتهك قدسية الحياة فانهك معالجاتها و أحالها للجحيم الذي تعيشه لحظة بلحظة ؟تحاول تذكر النقطة الفاصلة..الخط الذي تلاه الانحدار الأعظم ف,
النبطي,Youssef Ziedan,"Novels, Fiction, Historical Fiction",381.0,3.44,15062,1837,2010.0,,,تدور أحداث الرواية فى العشرين سنة التي سبقت فتح مصر، ويظهر في بعض مشاهدها الفاتح عمرو بن العاص وزوجته ريطة (رائطة) والصحابي حاطب بن أبى بلتعة، إضافة إلى شخصيات خيالية يكشف من خلالها النص الروائي عن طب,
زمن الخيول البيضاء,Ibrahim Nasrallah,"Novels, Fiction, Historical Fiction",511.0,4.43,11330,2259,2007.0,,ar,"متزامنة مع الذكرى الستين لاحتلال فلسطين, تصدر (زمن الخيول البيضاء) رواية ملحمية استثنائية يتوج بها الشاعر والروائي إبراهيم نصرالله مشروعه الروائي الكبير ( الملهاة الفلسطينية ) الذي بدأ العمل عليه منذ ",
حالات مفردة,آية محمد حماد,,149.0,3.87,190,22,2012.0,,ar,يمثل الكتاب الخاطرة القصصية التي اعتمدت على تقسيم الخاطرة إلى فقرات وفى كل فكرة يتغير المشهد والأشخاص لتتكون مجموعة من القصص القصيرةالمرتبطة بخط واحد وهو موضوع الخاطرةالكتاب لا يخضع لفئة بعينها فهو يخ,
ماذا حدث للمصريين؟,Galal Amin,"History, Politics, Nonfiction",192.0,3.94,4452,480,1998.0,,ar,أشهر كتاب لمفكر الكبير الدكتور جلال أمين يحلل فيه بطريقته السهلة العميقة ما حدث من تغيرات في حياة المصريين وطريقتهم خلال النصف قرن الماضي وذلك بأسلوب ساخر جذاب. فيتناول مثلا الطبقة الوسطى والتعصب الدي,
نقطة النور,Bahaa Taher,"Novels, Fiction, Literature",302.0,3.85,6711,999,1999.0,,,يفتح بهاء طاهر نوافذ الفكر مشرعة على الاستقراءات الاجتماعية وحتى التاريخية ويدني القارئ أكثر وأكثر للاشتفافات الروحية. تنطلق عباراته شفافة في مدى الجانب الصوفي، وتأتي معانيه مترعة بالشوق واللهفة إلى ب,
سر من أسرارك,عصام كرم الطوخي,,142.0,3.42,50,4,2013.0,,,في الاغتراب حنينٌتولد الأحلام غريبة في زمن حزينو أسوأ ما في الحياة أن يموت الحلم كالجنين آت من رحم سجين ! قليلة هي الكلمات التي تصف ذلك الكتاب المحمل بشحنات كبيرة من المشاعر الدافقة، فالكلمات تعجز عن ,
حكايات بعد النوم,أحمد الديب,"Short Stories, Literature, Audiobook",96.0,3.47,1106,316,2014.0,دار الشروق,ar,معزوفة! لحن في منتهى الرقة والجمال.أحمد خالد توفيق.....قصص تطاردك!نيل جايمان.....ذكّرتني بنصوص زكريا تامر. أعرف أن الكاتب الأصيل قد ينزعج من تشبيهه بكاتب آخر، ولكن قد يشفع لي أنني أحب قصص زكريا تامر ج,446.56
فاكهة محرمة,سارة البدري,"Novels, Fiction",328.0,3.06,1613,182,2012.0,Al Rewaq Publishing House,ar,"لم تعد حياة رجل الأعمال ""مهدي عبيد"" تلك الحياة الهادئة المستقرة فقد أزاح الزمن التراب عن علاقة شديدة الغرابة جمعته وألد منافسيه ""هيبت فخري"" علاقة هزته! قلبت موازينه المستقرة وجعلت منها في لحظة أقرب ال",359.0
فلتغفري,أثير عبدالله النشمي,"Novels, Romance, Fiction",235.0,3.39,33309,3322,2013.0,,,|سألتكِ يوم ذاك إن كنتِ مسترجلة، أذكر كيف رفعتِ رأسكِ، وكيف سدّدتِ نظرتكِ الحادة تلك كقذيفة من لهب... كانت نظراتكِ شهية رغم حدتها ورغم تحديها.لا أعرف كيف سلبتني بتلك السرعة يا جمان، لا أفهم كيف خلبتِ ,
عبقرية محمد,عباس محمود العقاد,"Religion, Biography, History",206.0,4.13,9346,1084,1941.0,ktab INC.,ar,نبذة المؤلف:إنه لنافع لمن يقدرون محمداً، وليس بنافع لمحمد أن يقدروه؛ لأنه فى عظمته الخالدة لا يضار بإنكار، ولا ينال منه بغى الجهلاء، إلا كما نال منه بغى الكفار.. وإنه لنافع للمسلم أن يقدر محمداً بالشو,2236.6
مبارك وزمانه: من المنصة إلى الميدان,Mohamed Heikal,"Politics, History, Egypt",309.0,3.54,915,110,2012.0,,,يعد رواية من الروايات السياسية يتحدث الكاتب فيه عن علاقته بمبارك ومواقف تمت بينه وبين مبارك بشكل مباشر او غير مباشر وتحدث ايضا عن فترة حكم مبارك وما كان بها وما مرت به مصر سواء انجازات او مساوئ وموضوع,
أرض النفاق,يوسف السباعي,"Novels, Fiction, Media Tie In",286.0,4.08,7680,971,1949.0,Diwan,ar,هذه قصة النفاق والمنافقين وأرض النفاق ،قصة قد يكون فيها بعض الشطط وبعض الخيال ، ولقد كنت أنوي أن اختمها كما يختم كتاب القصة عادة قصصهم الخيالية على أنها حلم ، وعلى انى فتحت عينى فوجدت نفسى راقدا على ا,619.0
عائد إلى حيفا,Ghassan Kanafani,"Novels, Fiction, Classics",76.0,4.38,27363,4846,1969.0,,ar,تجسد حب كنفاني للعودة إلى بلده، فهي تدور بمعظمها في الطريق إلى حيفا عندما يقرر سعيد وزوجته الذهاب إلى هناك، وتفقد بيتهما الذي تركاه وفيه طفل رضيع أثناء معركة حيفا عام 1948. وتعطي الرواية حيزاً كبيراً ,
حياة في الإدارة,Ghazi A. Algosaibi,"Biography, Nonfiction, Business",358.0,4.49,14887,2308,1985.0,,,"""إن كثيراً من النقاش الذي يدور حول الإدارة هو نقاش لفظي عقيم. لا يهم أن تكون الإدارة علماً أو فناً، فالفرق بين العلم والفن مسألة تتعلق بالتعريف أكثر من تعلقها بالجوهر. ولا يهم أن يولد الإنسان إدارياً،",
ذكريات علي الطنطاوي، الجزء الأول,Ali Al-Tantawi,"Biography, Autobiography, Nonfiction",416.0,4.34,1657,197,2007.0,,,"يبدأ الجزء الأول من أجزاء ""الذكريات"" من طفولة علي الطنطاوي المبكرة؛ من أيام دراسته الابتدائية، بل من ""الكُتّاب"" قبلها، وفيه ذكر للحرب العالمية الأولى ووصف للحياة في الشام في تلك الأيام. ونحن نمضي فيه ",
مجموعة شعرية لأحمد مطر,أحمد مطر,Poetry,377.0,4.44,258,17,,,ar,هذه المجموعة الشعريةلا تمثل ديوان حقيقي للشاعر أحمد مطر وإنما هي محاولة لجمع شتات قصائد هذا الشاعر المُبدع في ديوان واحد ليسهل الإطلاع عليها ولحفظها لعشاق أشعار أحمد مطر ولا أقول أنني استطعت أن أضع في,
